Phrase,Sujet,Verbe,Objet,Dep_sujet,Dep_verbe,Dep_objet,ID_sujet,ID_verbe,ID_objet,DocID_sujet,DocID_verbe,DocID_objet,AlignID_sujet,AlignID_verbe,AlignID_objet,IDs_sujet,IDs_objet,Lemme_verbe,Head_verbe,Annotation_verbe_col8,Annotation_verbe_col9,Num_phrase,Num_paragr,Sentence_index,personnages_sujet,personnages_objet,personnages_triptyque,lieux_sujet,lieux_objet,lieux_triptyque,types_lieux_triptyque,a_personnage_triptyque,a_lieu_triptyque,a_personnage_et_lieu_triptyque,chapter
"À qui s' étonnait qu' un tel vol eût pu s' accomplir aussi facilement, le sous-gouverneur Gauthier Ralph se bornait à répondre qu' à ce moment même, le caissier s' occupait d' enregistrer une recette de trois shillings six pence, et qu' on ne saurait avoir l' œil à tout.",le sous-gouverneur Gauthier Ralph,répondre,,nsubj,xcomp,,17.0,23,,4276.0,4282,,4203.0,4209,,"[16, 17, 18, 19]",[],répondre,21,_,_,166,60,167,['6'],[],['6'],[],[],[],[],True,False,False,3
"À qui s' étonnait qu' un tel vol eût pu s' accomplir aussi facilement, le sous-gouverneur Gauthier Ralph se bornait à répondre qu' à ce moment même, le caissier s' occupait d' enregistrer une recette de trois shillings six pence, et qu' on ne saurait avoir l' œil à tout.",le caissier,occupait,à ce moment même,nsubj,ccomp,obl:mod,31.0,33,27.0,4290.0,4292,4286.0,4217.0,4219,4213.0,"[30, 31]","[25, 26, 27, 28]",occuper,23,_,_,166,60,167,[],[],[],[],[],[],[],False,False,False,3
"À qui s' étonnait qu' un tel vol eût pu s' accomplir aussi facilement, le sous-gouverneur Gauthier Ralph se bornait à répondre qu' à ce moment même, le caissier s' occupait d' enregistrer une recette de trois shillings six pence, et qu' on ne saurait avoir l' œil à tout.",le caissier,occupait,s',nsubj,ccomp,expl:comp,31.0,33,32.0,4290.0,4292,4291.0,4217.0,4219,4218.0,"[30, 31]",[32],occuper,23,_,_,166,60,167,[],[],[],[],[],[],[],False,False,False,3
"À qui s' étonnait qu' un tel vol eût pu s' accomplir aussi facilement, le sous-gouverneur Gauthier Ralph se bornait à répondre qu' à ce moment même, le caissier s' occupait d' enregistrer une recette de trois shillings six pence, et qu' on ne saurait avoir l' œil à tout.",le caissier,enregistrer,une recette de trois shillings six pence,nsubj,xcomp,obj,31.0,35,37.0,4290.0,4294,4296.0,4217.0,4221,4223.0,"[30, 31]","[36, 37, 38, 39, 40, 41, 42]",enregistrer,33,_,_,166,60,167,[],[],[],[],[],[],[],False,False,False,3
"À qui s' étonnait qu' un tel vol eût pu s' accomplir aussi facilement, le sous-gouverneur Gauthier Ralph se bornait à répondre qu' à ce moment même, le caissier s' occupait d' enregistrer une recette de trois shillings six pence, et qu' on ne saurait avoir l' œil à tout.",on,saurait,,nsubj,conj,,46.0,48,,4305.0,4307,,4232.0,4234,,[46],[],savoir,37,_,_,166,60,167,[],[],[],[],[],[],[],False,False,False,3
"À qui s' étonnait qu' un tel vol eût pu s' accomplir aussi facilement, le sous-gouverneur Gauthier Ralph se bornait à répondre qu' à ce moment même, le caissier s' occupait d' enregistrer une recette de trois shillings six pence, et qu' on ne saurait avoir l' œil à tout.",on,avoir,l'œil,nsubj,xcomp,obj,46.0,49,51.0,4305.0,4308,4310.0,4232.0,4235,4237.0,[46],"[50, 51]",avoir,48,_,_,166,60,167,[],[],[],[],[],[],[],False,False,False,3
"À qui s' étonnait qu' un tel vol eût pu s' accomplir aussi facilement, le sous-gouverneur Gauthier Ralph se bornait à répondre qu' à ce moment même, le caissier s' occupait d' enregistrer une recette de trois shillings six pence, et qu' on ne saurait avoir l' œil à tout.",on,avoir,à tout,nsubj,xcomp,obl:arg,46.0,49,53.0,4305.0,4308,4312.0,4232.0,4235,4239.0,[46],"[52, 53]",avoir,48,_,_,166,60,167,[],[],[],[],[],[],[],False,False,False,3
Mais il convient de faire observer ici- ce qui rend le fait plus explicable- que cet admirable établissement de« Bank of England» paraît se soucier extrêmement de la dignité du public.,,convient,,,root,,,3,,,4316,,,4243,,[],[],convier,0,_,_,167,61,168,[],[],[],[],[],[],[],False,False,False,3
Mais il convient de faire observer ici- ce qui rend le fait plus explicable- que cet admirable établissement de« Bank of England» paraît se soucier extrêmement de la dignité du public.,,observer,,,dep,,,6,,,4319,,,4246,,[],[],observer,3,_,_,167,61,168,[],[],[],[],[],[],[],False,False,False,3
Mais il convient de faire observer ici- ce qui rend le fait plus explicable- que cet admirable établissement de« Bank of England» paraît se soucier extrêmement de la dignité du public.,qui,rend,le fait,nsubj,acl:relcl,obj,10.0,11,13.0,4323.0,4324,4326.0,4249.0,4250,4252.0,[10],"[12, 13]",rendre,9,_,_,167,61,168,[],[],[],[],[],[],[],False,False,False,3
Mais il convient de faire observer ici- ce qui rend le fait plus explicable- que cet admirable établissement de« Bank of England» paraît se soucier extrêmement de la dignité du public.,cet admirable établissement de Bank of England,paraît,,nsubj,ccomp,,20.0,27,,4333.0,4340,,4258.0,4265,,"[18, 19, 20, 21, 23, 24, 25]",[],paraître,6,_,_,167,61,168,[],[],[],['13'],[],['13'],['FAC'],False,True,False,3
Mais il convient de faire observer ici- ce qui rend le fait plus explicable- que cet admirable établissement de« Bank of England» paraît se soucier extrêmement de la dignité du public.,cet admirable établissement de Bank of England,soucier,se,nsubj,xcomp,expl:comp,20.0,29,28.0,4333.0,4342,4341.0,4258.0,4267,4266.0,"[18, 19, 20, 21, 23, 24, 25]",[28],soucier,27,_,_,167,61,168,[],[],[],['13'],[],['13'],['FAC'],False,True,False,3
Mais il convient de faire observer ici- ce qui rend le fait plus explicable- que cet admirable établissement de« Bank of England» paraît se soucier extrêmement de la dignité du public.,cet admirable établissement de Bank of England,soucier,de la dignité du public,nsubj,xcomp,obl:arg,20.0,29,33.0,4333.0,4342,4346.0,4258.0,4267,4271.0,"[18, 19, 20, 21, 23, 24, 25]","[31, 32, 33, 34, 35]",soucier,27,_,_,167,61,168,[],[],[],['13'],[],['13'],['FAC'],False,True,False,3
"L' or, l' argent, les billets sont exposés librement et pour ainsi dire à la merci du premier venu.",L'or l'argent les billets,exposés,,nsubj:pass,root,,2.0,10,,4363.0,4371,,4288.0,4296,,"[1, 2, 4, 5, 7, 8]",[],exposer,0,_,_,169,61,170,[],[],[],[],[],[],[],False,False,False,3
"L' or, l' argent, les billets sont exposés librement et pour ainsi dire à la merci du premier venu.",,dire,,,fixed,,,15,,,4376,,,4301,,[],[],dire,13,_,_,169,61,170,[],[],[],[],[],[],[],False,False,False,3
On ne saurait mettre en suspicion l' honorabilité d' un passant quelconque.,On,saurait,,nsubj,root,,1.0,3,,4384.0,4386,,4309.0,4311,,[1],[],savoir,0,_,_,170,61,171,[],[],[],[],[],[],[],False,False,False,3
On ne saurait mettre en suspicion l' honorabilité d' un passant quelconque.,On,mettre,en suspicion,nsubj,xcomp,obl:arg,1.0,4,6.0,4384.0,4387,4389.0,4309.0,4312,4314.0,[1],"[5, 6]",mettre,3,_,_,170,61,171,[],[],[],[],[],[],[],False,False,False,3
On ne saurait mettre en suspicion l' honorabilité d' un passant quelconque.,On,mettre,l'honorabilité d'un passant quelconque,nsubj,xcomp,obj,1.0,4,8.0,4384.0,4387,4391.0,4309.0,4312,4316.0,[1],"[7, 8, 9, 10, 11, 12]",mettre,3,_,_,170,61,171,[],[],[],[],[],[],[],False,False,False,3
"Un des meilleurs observateurs des usages anglais raconte même ceci: Dans une des salles de la Banque où il se trouvait un jour, il eut la curiosité de voir de plus près un lingot d' or pesant sept à huit livres, qui se trouvait exposé sur la tablette du caissier; il prit ce lingot, l' examina, le passa à son voisin, celui-ci à un autre, si bien que le lingot, de main en main, s' en alla jusqu' au fond d' un corridor obscur, et ne revint qu' une demi-heure après reprendre sa place, sans que le caissier eût seulement levé la tête.",Un des meilleurs observateurs des usages anglais,raconte,ceci,nsubj,root,obj,1.0,8,10.0,4397.0,4404,4406.0,4322.0,4329,4331.0,"[1, 2, 3, 4, 5, 6, 7]",[10],raconter,0,67,_,171,61,172,[],[],[],[],[],[],[],False,False,False,3
"Un des meilleurs observateurs des usages anglais raconte même ceci: Dans une des salles de la Banque où il se trouvait un jour, il eut la curiosité de voir de plus près un lingot d' or pesant sept à huit livres, qui se trouvait exposé sur la tablette du caissier; il prit ce lingot, l' examina, le passa à son voisin, celui-ci à un autre, si bien que le lingot, de main en main, s' en alla jusqu' au fond d' un corridor obscur, et ne revint qu' une demi-heure après reprendre sa place, sans que le caissier eût seulement levé la tête.",il,trouvait,où,nsubj,acl:relcl,iobj,20.0,22,19.0,4416.0,4418,4415.0,4341.0,4343,4340.0,[20],[19],trouver,15,58,_,171,61,172,[],[],[],[],['68'],['68'],['FAC'],False,True,False,3
"Un des meilleurs observateurs des usages anglais raconte même ceci: Dans une des salles de la Banque où il se trouvait un jour, il eut la curiosité de voir de plus près un lingot d' or pesant sept à huit livres, qui se trouvait exposé sur la tablette du caissier; il prit ce lingot, l' examina, le passa à son voisin, celui-ci à un autre, si bien que le lingot, de main en main, s' en alla jusqu' au fond d' un corridor obscur, et ne revint qu' une demi-heure après reprendre sa place, sans que le caissier eût seulement levé la tête.",il,trouvait,se,nsubj,acl:relcl,expl:comp,20.0,22,21.0,4416.0,4418,4417.0,4341.0,4343,4342.0,[20],[21],trouver,15,58,_,171,61,172,[],[],[],[],[],[],[],False,False,False,3
"Un des meilleurs observateurs des usages anglais raconte même ceci: Dans une des salles de la Banque où il se trouvait un jour, il eut la curiosité de voir de plus près un lingot d' or pesant sept à huit livres, qui se trouvait exposé sur la tablette du caissier; il prit ce lingot, l' examina, le passa à son voisin, celui-ci à un autre, si bien que le lingot, de main en main, s' en alla jusqu' au fond d' un corridor obscur, et ne revint qu' une demi-heure après reprendre sa place, sans que le caissier eût seulement levé la tête.",il,trouvait,un jour,nsubj,acl:relcl,obl:mod,20.0,22,24.0,4416.0,4418,4420.0,4341.0,4343,4345.0,[20],"[23, 24]",trouver,15,58,_,171,61,172,[],[],[],[],[],[],[],False,False,False,3
"Un des meilleurs observateurs des usages anglais raconte même ceci: Dans une des salles de la Banque où il se trouvait un jour, il eut la curiosité de voir de plus près un lingot d' or pesant sept à huit livres, qui se trouvait exposé sur la tablette du caissier; il prit ce lingot, l' examina, le passa à son voisin, celui-ci à un autre, si bien que le lingot, de main en main, s' en alla jusqu' au fond d' un corridor obscur, et ne revint qu' une demi-heure après reprendre sa place, sans que le caissier eût seulement levé la tête.",il,eut,Dans une des salles de la Banque,nsubj,root,obl:mod,26.0,27,13.0,4422.0,4423,4409.0,4347.0,4348,4334.0,[26],"[12, 13, 14, 15, 16, 17, 18]",avoir,0,_,_,171,61,172,[],[],[],[],"['68', '13']","['68', '13']",['FAC'],False,True,False,3
"Un des meilleurs observateurs des usages anglais raconte même ceci: Dans une des salles de la Banque où il se trouvait un jour, il eut la curiosité de voir de plus près un lingot d' or pesant sept à huit livres, qui se trouvait exposé sur la tablette du caissier; il prit ce lingot, l' examina, le passa à son voisin, celui-ci à un autre, si bien que le lingot, de main en main, s' en alla jusqu' au fond d' un corridor obscur, et ne revint qu' une demi-heure après reprendre sa place, sans que le caissier eût seulement levé la tête.",il,eut,la curiosité,nsubj,root,obj,26.0,27,29.0,4422.0,4423,4425.0,4347.0,4348,4350.0,[26],"[28, 29]",avoir,0,_,_,171,61,172,[],[],[],[],[],[],[],False,False,False,3
"Un des meilleurs observateurs des usages anglais raconte même ceci: Dans une des salles de la Banque où il se trouvait un jour, il eut la curiosité de voir de plus près un lingot d' or pesant sept à huit livres, qui se trouvait exposé sur la tablette du caissier; il prit ce lingot, l' examina, le passa à son voisin, celui-ci à un autre, si bien que le lingot, de main en main, s' en alla jusqu' au fond d' un corridor obscur, et ne revint qu' une demi-heure après reprendre sa place, sans que le caissier eût seulement levé la tête.",,voir,de plus près un lingot d'or,,acl,obj,,31,36.0,,4427,4432.0,,4352,4357.0,[],"[32, 33, 34, 35, 36, 37, 38]",voir,29,_,_,171,61,172,[],[],[],[],[],[],[],False,False,False,3
"Un des meilleurs observateurs des usages anglais raconte même ceci: Dans une des salles de la Banque où il se trouvait un jour, il eut la curiosité de voir de plus près un lingot d' or pesant sept à huit livres, qui se trouvait exposé sur la tablette du caissier; il prit ce lingot, l' examina, le passa à son voisin, celui-ci à un autre, si bien que le lingot, de main en main, s' en alla jusqu' au fond d' un corridor obscur, et ne revint qu' une demi-heure après reprendre sa place, sans que le caissier eût seulement levé la tête.",,pesant,sept à huit livres,,acl,obj,,39,43.0,,4435,4439.0,,4360,4364.0,[],"[40, 41, 42, 43]",peser,36,_,_,171,61,172,[],[],[],[],[],[],[],False,False,False,3
"Un des meilleurs observateurs des usages anglais raconte même ceci: Dans une des salles de la Banque où il se trouvait un jour, il eut la curiosité de voir de plus près un lingot d' or pesant sept à huit livres, qui se trouvait exposé sur la tablette du caissier; il prit ce lingot, l' examina, le passa à son voisin, celui-ci à un autre, si bien que le lingot, de main en main, s' en alla jusqu' au fond d' un corridor obscur, et ne revint qu' une demi-heure après reprendre sa place, sans que le caissier eût seulement levé la tête.",qui,trouvait,se,nsubj,acl:relcl,expl:comp,45.0,47,46.0,4441.0,4443,4442.0,4366.0,4368,4367.0,[45],[46],trouver,36,_,_,171,61,172,[],[],[],[],[],[],[],False,False,False,3
"Un des meilleurs observateurs des usages anglais raconte même ceci: Dans une des salles de la Banque où il se trouvait un jour, il eut la curiosité de voir de plus près un lingot d' or pesant sept à huit livres, qui se trouvait exposé sur la tablette du caissier; il prit ce lingot, l' examina, le passa à son voisin, celui-ci à un autre, si bien que le lingot, de main en main, s' en alla jusqu' au fond d' un corridor obscur, et ne revint qu' une demi-heure après reprendre sa place, sans que le caissier eût seulement levé la tête.",qui,exposé,sur la tablette du caissier,nsubj,xcomp,obl:mod,45.0,48,51.0,4441.0,4444,4447.0,4366.0,4369,4372.0,[45],"[49, 50, 51, 52, 53]",exposer,47,_,_,171,61,172,[],[],[],[],[],[],[],False,False,False,3
"Un des meilleurs observateurs des usages anglais raconte même ceci: Dans une des salles de la Banque où il se trouvait un jour, il eut la curiosité de voir de plus près un lingot d' or pesant sept à huit livres, qui se trouvait exposé sur la tablette du caissier; il prit ce lingot, l' examina, le passa à son voisin, celui-ci à un autre, si bien que le lingot, de main en main, s' en alla jusqu' au fond d' un corridor obscur, et ne revint qu' une demi-heure après reprendre sa place, sans que le caissier eût seulement levé la tête.",il,prit,ce lingot,nsubj,root,obj,55.0,56,58.0,4451.0,4452,4454.0,4376.0,4377,4379.0,[55],"[57, 58]",prendre,0,_,_,171,61,172,[],[],[],[],[],[],[],False,False,False,3
"Un des meilleurs observateurs des usages anglais raconte même ceci: Dans une des salles de la Banque où il se trouvait un jour, il eut la curiosité de voir de plus près un lingot d' or pesant sept à huit livres, qui se trouvait exposé sur la tablette du caissier; il prit ce lingot, l' examina, le passa à son voisin, celui-ci à un autre, si bien que le lingot, de main en main, s' en alla jusqu' au fond d' un corridor obscur, et ne revint qu' une demi-heure après reprendre sa place, sans que le caissier eût seulement levé la tête.",il,examina,l',nsubj,conj,obj,55.0,61,60.0,4451.0,4457,4456.0,4376.0,4382,4381.0,[55],[60],examiner,56,_,_,171,61,172,[],[],[],[],[],[],[],False,False,False,3
"Un des meilleurs observateurs des usages anglais raconte même ceci: Dans une des salles de la Banque où il se trouvait un jour, il eut la curiosité de voir de plus près un lingot d' or pesant sept à huit livres, qui se trouvait exposé sur la tablette du caissier; il prit ce lingot, l' examina, le passa à son voisin, celui-ci à un autre, si bien que le lingot, de main en main, s' en alla jusqu' au fond d' un corridor obscur, et ne revint qu' une demi-heure après reprendre sa place, sans que le caissier eût seulement levé la tête.",il,passa,le,nsubj,conj,obj,55.0,64,63.0,4451.0,4460,4459.0,4376.0,4385,4384.0,[55],[63],passer,56,_,_,171,61,172,[],[],[],[],[],[],[],False,False,False,3
"Un des meilleurs observateurs des usages anglais raconte même ceci: Dans une des salles de la Banque où il se trouvait un jour, il eut la curiosité de voir de plus près un lingot d' or pesant sept à huit livres, qui se trouvait exposé sur la tablette du caissier; il prit ce lingot, l' examina, le passa à son voisin, celui-ci à un autre, si bien que le lingot, de main en main, s' en alla jusqu' au fond d' un corridor obscur, et ne revint qu' une demi-heure après reprendre sa place, sans que le caissier eût seulement levé la tête.",il,passa,à son voisin,nsubj,conj,obl:arg,55.0,64,67.0,4451.0,4460,4463.0,4376.0,4385,4388.0,[55],"[65, 66, 67]",passer,56,_,_,171,61,172,[],[],[],[],[],[],[],False,False,False,3
"Un des meilleurs observateurs des usages anglais raconte même ceci: Dans une des salles de la Banque où il se trouvait un jour, il eut la curiosité de voir de plus près un lingot d' or pesant sept à huit livres, qui se trouvait exposé sur la tablette du caissier; il prit ce lingot, l' examina, le passa à son voisin, celui-ci à un autre, si bien que le lingot, de main en main, s' en alla jusqu' au fond d' un corridor obscur, et ne revint qu' une demi-heure après reprendre sa place, sans que le caissier eût seulement levé la tête.",le lingot,alla,de main en main,nsubj,advcl,obl:mod,78.0,87,81.0,4474.0,4483,4477.0,4399.0,4408,4402.0,"[77, 78]","[80, 81, 82, 83]",aller,64,42,_,171,61,172,[],[],[],[],[],[],[],False,False,False,3
"Un des meilleurs observateurs des usages anglais raconte même ceci: Dans une des salles de la Banque où il se trouvait un jour, il eut la curiosité de voir de plus près un lingot d' or pesant sept à huit livres, qui se trouvait exposé sur la tablette du caissier; il prit ce lingot, l' examina, le passa à son voisin, celui-ci à un autre, si bien que le lingot, de main en main, s' en alla jusqu' au fond d' un corridor obscur, et ne revint qu' une demi-heure après reprendre sa place, sans que le caissier eût seulement levé la tête.",le lingot,alla,s',nsubj,advcl,expl:comp,78.0,87,85.0,4474.0,4483,4481.0,4399.0,4408,4406.0,"[77, 78]",[85],aller,64,42,_,171,61,172,[],[],[],[],[],[],[],False,False,False,3
"Un des meilleurs observateurs des usages anglais raconte même ceci: Dans une des salles de la Banque où il se trouvait un jour, il eut la curiosité de voir de plus près un lingot d' or pesant sept à huit livres, qui se trouvait exposé sur la tablette du caissier; il prit ce lingot, l' examina, le passa à son voisin, celui-ci à un autre, si bien que le lingot, de main en main, s' en alla jusqu' au fond d' un corridor obscur, et ne revint qu' une demi-heure après reprendre sa place, sans que le caissier eût seulement levé la tête.",le lingot,alla,en,nsubj,advcl,expl:comp,78.0,87,86.0,4474.0,4483,4482.0,4399.0,4408,4407.0,"[77, 78]",[86],aller,64,42,_,171,61,172,[],[],[],[],[],[],[],False,False,False,3
"Un des meilleurs observateurs des usages anglais raconte même ceci: Dans une des salles de la Banque où il se trouvait un jour, il eut la curiosité de voir de plus près un lingot d' or pesant sept à huit livres, qui se trouvait exposé sur la tablette du caissier; il prit ce lingot, l' examina, le passa à son voisin, celui-ci à un autre, si bien que le lingot, de main en main, s' en alla jusqu' au fond d' un corridor obscur, et ne revint qu' une demi-heure après reprendre sa place, sans que le caissier eût seulement levé la tête.",le lingot,alla,jusqu'au fond d'un corridor obscur,nsubj,advcl,obl:arg,78.0,87,90.0,4474.0,4483,4486.0,4399.0,4408,4411.0,"[77, 78]","[88, 89, 90, 91, 92, 93, 94]",aller,64,42,_,171,61,172,[],[],[],[],['145'],['145'],['FAC'],False,True,False,3
"Un des meilleurs observateurs des usages anglais raconte même ceci: Dans une des salles de la Banque où il se trouvait un jour, il eut la curiosité de voir de plus près un lingot d' or pesant sept à huit livres, qui se trouvait exposé sur la tablette du caissier; il prit ce lingot, l' examina, le passa à son voisin, celui-ci à un autre, si bien que le lingot, de main en main, s' en alla jusqu' au fond d' un corridor obscur, et ne revint qu' une demi-heure après reprendre sa place, sans que le caissier eût seulement levé la tête.",il,revint,qu'une demi-heure,nsubj,conj,obl:mod,55.0,98,101.0,4451.0,4494,4497.0,4376.0,4419,4422.0,[55],"[99, 100, 101]",revenir,56,60,_,171,61,172,[],[],[],[],[],[],[],False,False,False,3
"Un des meilleurs observateurs des usages anglais raconte même ceci: Dans une des salles de la Banque où il se trouvait un jour, il eut la curiosité de voir de plus près un lingot d' or pesant sept à huit livres, qui se trouvait exposé sur la tablette du caissier; il prit ce lingot, l' examina, le passa à son voisin, celui-ci à un autre, si bien que le lingot, de main en main, s' en alla jusqu' au fond d' un corridor obscur, et ne revint qu' une demi-heure après reprendre sa place, sans que le caissier eût seulement levé la tête.",,reprendre,sa place,,acl,obj,,103,105.0,,4499,4501.0,,4424,4426.0,[],"[104, 105]",reprendre,101,_,_,171,61,172,[],[],[],[],[],[],[],False,False,False,3
"Un des meilleurs observateurs des usages anglais raconte même ceci: Dans une des salles de la Banque où il se trouvait un jour, il eut la curiosité de voir de plus près un lingot d' or pesant sept à huit livres, qui se trouvait exposé sur la tablette du caissier; il prit ce lingot, l' examina, le passa à son voisin, celui-ci à un autre, si bien que le lingot, de main en main, s' en alla jusqu' au fond d' un corridor obscur, et ne revint qu' une demi-heure après reprendre sa place, sans que le caissier eût seulement levé la tête.",le caissier,levé,la tête,nsubj,acl,obj,110.0,113,115.0,4506.0,4509,4511.0,4431.0,4434,4436.0,"[109, 110]","[114, 115]",lever,101,_,_,171,61,172,[],[],[],[],[],[],[],False,False,False,3
"Mais, le 29 septembre, les choses ne se passèrent pas tout à fait ainsi.",les choses,passèrent,le 29 septembre,nsubj,root,obl:mod,8.0,11,4.0,4520.0,4523,4516.0,4445.0,4448,4441.0,"[7, 8]","[3, 4, 5]",passer,0,_,_,172,62,173,[],[],[],[],[],[],[],False,False,False,3
"Mais, le 29 septembre, les choses ne se passèrent pas tout à fait ainsi.",les choses,passèrent,se,nsubj,root,expl:comp,8.0,11,10.0,4520.0,4523,4522.0,4445.0,4448,4447.0,"[7, 8]",[10],passer,0,_,_,172,62,173,[],[],[],[],[],[],[],False,False,False,3
"La liasse de bank - notes ne revint pas, et quand la magnifique horloge, posée au-dessus du« drawing - office», sonna à cinq heures la fermeture des bureaux, la Banque d' Angleterre n' avait plus qu' à passer cinquante - cinq mille livres par le compte de profits et pertes.",La liasse de bank-notes,revint,,nsubj,root,,2.0,8,,4531.0,4537,,4456.0,4461,,"[1, 2, 3, 4, 5, 6]",[],revenir,0,_,_,173,62,174,[],[],[],[],[],[],[],False,False,False,3
"La liasse de bank - notes ne revint pas, et quand la magnifique horloge, posée au-dessus du« drawing - office», sonna à cinq heures la fermeture des bureaux, la Banque d' Angleterre n' avait plus qu' à passer cinquante - cinq mille livres par le compte de profits et pertes.",,posée,au-dessus du drawing-office,,acl,obl:arg,,17,18.0,,4546,4547.0,,4470,4471.0,[],"[18, 19, 21, 22, 23]",poser,15,_,_,173,62,174,[],[],[],[],[],[],[],False,False,False,3
"La liasse de bank - notes ne revint pas, et quand la magnifique horloge, posée au-dessus du« drawing - office», sonna à cinq heures la fermeture des bureaux, la Banque d' Angleterre n' avait plus qu' à passer cinquante - cinq mille livres par le compte de profits et pertes.",la magnifique horloge,sonna,à cinq heures,nsubj,advcl,obl:mod,15.0,26,29.0,4544.0,4555,4558.0,4468.0,4478,4481.0,"[13, 14, 15]","[27, 28, 29]",sonner,40,_,_,173,62,174,[],[],[],[],[],[],[],False,False,False,3
"La liasse de bank - notes ne revint pas, et quand la magnifique horloge, posée au-dessus du« drawing - office», sonna à cinq heures la fermeture des bureaux, la Banque d' Angleterre n' avait plus qu' à passer cinquante - cinq mille livres par le compte de profits et pertes.",la magnifique horloge,sonna,la fermeture des bureaux,nsubj,advcl,obj,15.0,26,31.0,4544.0,4555,4560.0,4468.0,4478,4483.0,"[13, 14, 15]","[30, 31, 32, 33]",sonner,40,_,_,173,62,174,[],[],[],[],['162'],['162'],['FAC'],False,True,False,3
"La liasse de bank - notes ne revint pas, et quand la magnifique horloge, posée au-dessus du« drawing - office», sonna à cinq heures la fermeture des bureaux, la Banque d' Angleterre n' avait plus qu' à passer cinquante - cinq mille livres par le compte de profits et pertes.",la Banque d'Angleterre,avait,,nsubj,advcl,,36.0,40,,4565.0,4569,,4488.0,4492,,"[35, 36, 37, 38]",[],avoir,8,_,_,173,62,174,[],[],[],['13'],[],['13'],['FAC'],False,True,False,3
"La liasse de bank - notes ne revint pas, et quand la magnifique horloge, posée au-dessus du« drawing - office», sonna à cinq heures la fermeture des bureaux, la Banque d' Angleterre n' avait plus qu' à passer cinquante - cinq mille livres par le compte de profits et pertes.",la Banque d'Angleterre,passer,cinquante-cinq mille livres,nsubj,xcomp,obj,36.0,44,49.0,4565.0,4573,4578.0,4488.0,4496,4500.0,"[35, 36, 37, 38]","[45, 46, 47, 48, 49]",passer,40,Dpt au sens large,VERB,173,62,174,[],[],[],['13'],[],['13'],['FAC'],False,True,False,3
"La liasse de bank - notes ne revint pas, et quand la magnifique horloge, posée au-dessus du« drawing - office», sonna à cinq heures la fermeture des bureaux, la Banque d' Angleterre n' avait plus qu' à passer cinquante - cinq mille livres par le compte de profits et pertes.",la Banque d'Angleterre,passer,par le compte de profits et pertes,nsubj,xcomp,obl:mod,36.0,44,52.0,4565.0,4573,4581.0,4488.0,4496,4503.0,"[35, 36, 37, 38]","[50, 51, 52, 53, 54, 55, 56]",passer,40,Dpt au sens large,VERB,173,62,174,[],[],[],['13'],[],['13'],['FAC'],False,True,False,3
"Le vol bien et dûment reconnu, des agents, des« détectives», choisis parmi les plus habiles, furent envoyés dans les principaux ports, à Liverpool, à Glasgow, au Havre, à Suez, à Brindisi, à New York, etc., avec promesse, en cas de succès, d' une prime de deux mille livres( 50 000 F) et cinq pour cent de la somme qui serait retrouvée.",,reconnu,,,conj,,,6,,,4592,,,4514,,[],[],reconnaître,3,_,_,174,63,175,[],[],[],[],[],[],[],False,False,False,3
"Le vol bien et dûment reconnu, des agents, des« détectives», choisis parmi les plus habiles, furent envoyés dans les principaux ports, à Liverpool, à Glasgow, au Havre, à Suez, à Brindisi, à New York, etc., avec promesse, en cas de succès, d' une prime de deux mille livres( 50 000 F) et cinq pour cent de la somme qui serait retrouvée.",,choisis,parmi les plus habiles,,acl,obl:arg,,16,20.0,,4602,4606.0,,4524,4528.0,[],"[17, 18, 19, 20]",choisir,9,_,_,174,63,175,[],[],[],[],[],[],[],False,False,False,3
"Le vol bien et dûment reconnu, des agents, des« détectives», choisis parmi les plus habiles, furent envoyés dans les principaux ports, à Liverpool, à Glasgow, au Havre, à Suez, à Brindisi, à New York, etc., avec promesse, en cas de succès, d' une prime de deux mille livres( 50 000 F) et cinq pour cent de la somme qui serait retrouvée.",Le vol,envoyés,dans les principaux ports à Liverpool à Glasgow au Havre à Suez à Brindisi à New York,nsubj:pass,root,obl:arg,2.0,23,27.0,4588.0,4609,4613.0,4510.0,4531,4535.0,"[1, 2]","[24, 25, 26, 27, 29, 30, 32, 33, 35, 36, 38, 39, 41, 42, 44, 45, 46]",envoyer,0,43,LOC,174,63,175,[],[],[],[],['40'],['40'],['FAC'],False,True,False,3
"Le vol bien et dûment reconnu, des agents, des« détectives», choisis parmi les plus habiles, furent envoyés dans les principaux ports, à Liverpool, à Glasgow, au Havre, à Suez, à Brindisi, à New York, etc., avec promesse, en cas de succès, d' une prime de deux mille livres( 50 000 F) et cinq pour cent de la somme qui serait retrouvée.",Le vol,envoyés,avec promesse en cas de succès d'une prime de deux mille livres 50 000 F et cinq pour cent de la somme,nsubj:pass,root,obl:mod,2.0,23,51.0,4588.0,4609,4637.0,4510.0,4531,4559.0,"[1, 2]","[50, 51, 53, 54, 55, 56, 58, 59, 60, 61, 62, 63, 64, 66, 67, 68, 70, 71, 72, 73, 74, 75, 76]",envoyer,0,43,LOC,174,63,175,[],[],[],[],[],[],[],False,False,False,3
